English-BattleFieldVN01-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN01-349  ...in January 1961 John F. Kennedy took office...  ; xxx 
English-BattleFieldVN01-350  ...as the 35th president of the United States.  ; xxx 
English-BattleFieldVN01-351  Almost at once, Kennedy faced a series of Cold War crises.  ; xxx 
English-BattleFieldVN01-352  Soviet Premier Nikita Khrushchev was preparing to resume...  ; xxx 
English-BattleFieldVN01-353  ...atmospheric testing of atomic weapons.  ; xxx 
English-BattleFieldVN01-354  Khrushchev also promised to increase Russian support for communism around the world.  ; xxx 
English-BattleFieldVN01-355  The climax came in August 1961 with the tense standoff in Europe...  ; xxx 
English-BattleFieldVN01-356  ...as the Russians sealed off East Berlin and began to build the Berlin wall.  ; xxx 
English-BattleFieldVN01-357  Kennedy's reaction to the sense of mounting threat...  ; xxx 
English-BattleFieldVN01-358  ...was to order a massive strengthening of American defenses.  ; xxx 
English-BattleFieldVN01-359  He ordered the call up of 150,000 military reservists.  ; xxx 
English-BattleFieldVN01-360  A program was launched to build public nuclear fall out shelters...  ; xxx 
English-BattleFieldVN01-361  ...right across the United States.  ; xxx 
English-BattleFieldVN01-362  There was a surge in arms production especially Strategic Nuclear Weapons.  ; xxx 
English-BattleFieldVN01-363  With so many immediate crises demanding the attention of the president...  ; xxx 
English-BattleFieldVN01-364  ...Vietnam was far down the White House agenda.  ; xxx 
English-BattleFieldVN01-365  All the same, concern was growing.  ; xxx 
English-BattleFieldVN01-366  The south Vietnamese guerrillas were now 17,000 strong.  ; xxx 
English-BattleFieldVN01-367  In September 1961 there were 450 attacks..  ; xxx 
English-BattleFieldVN01-368  ...some involving hundreds of guerrillas at a time.  ; xxx 
English-BattleFieldVN01-369  STRATEGY – The Vietcong  ; xxx 
English-BattleFieldVN01-370  Shortly after the decision to mount an armed revolution in South Vietnam...  ; xxx 
English-BattleFieldVN01-371  ...an organization had been created to control the military and political effort.  ; xxx 
English-BattleFieldVN01-372  This organization, the National Liberation Front,...  ; xxx 
English-BattleFieldVN01-373  ...represented a wide range of political ethnic and religious groups.  ; xxx 
English-BattleFieldVN01-374  The military wing of the NLF was the People's Liberation Army.  ; xxx 
English-BattleFieldVN01-375  The army included guerrillas who had been sent down from North Vietnam,...  ; xxx 
English-BattleFieldVN01-376  ...Vietminh veterans and local armed groups.  ; xxx 
English-BattleFieldVN01-377  The main purpose of the force was to support the political battle...  ; xxx 
English-BattleFieldVN01-378  ...and the civilian leaders of the front kept tight control.  ; xxx 
English-BattleFieldVN01-379  President Diem christened them the Vietcong,...  ; xxx 
English-BattleFieldVN01-380  ...the Vietnamese communists, and the name stuck.  ; xxx 
English-BattleFieldVN01-381  The Vietcong meant to follow the same kind of political...  ; xxx 
English-BattleFieldVN01-382  ...and military strategy that had won the war against the French.  ; xxx 
English-BattleFieldVN01-383  Politics, diplomacy and Violence would be carefully coordinated...  ; xxx 
English-BattleFieldVN01-384  ...so each always worked with the others.  ; xxx 
English-BattleFieldVN01-385  For the time being, military activity...  ; xxx 
English-BattleFieldVN01-386  ...would take second place to the political effort.  ; xxx 
English-BattleFieldVN01-387  Many hoped that a full scale war would never be necessary.  ; xxx 
English-BattleFieldVN01-388  Others, particularly those closely connected with the North...  ; xxx 
English-BattleFieldVN01-389  ...saw a military campaign as the key to victory...  ; xxx 
English-BattleFieldVN01-390  ...and expected it to pass through three critical stages:  ; xxx 
English-BattleFieldVN01-391  In the first phase of the revolution with the NLF's insurgence...  ; xxx 
English-BattleFieldVN01-392  ...greatly outnumbered by Saigon's army, the task for guerrilla units...  ; xxx 
English-BattleFieldVN01-393  ...would be to survive in the face of government's attack.  ; xxx 
English-BattleFieldVN01-394  Safe base areas would be created as defensive sanctuaries...  ; xxx 
English-BattleFieldVN01-395  ...and as springboards for small scale guerrilla attacks.  ; xxx 
English-BattleFieldVN01-396  In the second phase the insurgence would deploy larger units...  ; xxx 
English-BattleFieldVN01-397  ...and would seek out bigger battles.  ; xxx 
English-BattleFieldVN01-398  The opposing forces would be more evenly balanced...  ; xxx 
English-BattleFieldVN01-399  ... and under relentless pressure, the enemy would become defensive and static.  ; xxx 
English-BattleFieldVN01-400  In the third phase, at the key moment when the NLF became stronger than the government army...  ; xxx 
English-BattleFieldVN01-401  ...they would launch large scale assaults against enemy installations...  ; xxx 
English-BattleFieldVN01-402  ...and seek out decisive conventional battles.  ; xxx 
English-BattleFieldVN01-403  In this phase the general offensive,...  ; xxx 
English-BattleFieldVN01-404  ...combined with uprisings in the cities and towns...  ; xxx 
English-BattleFieldVN01-405  ...would bring the downfall of the Saigon regime and the reunification of Vietnam.  ; xxx 
English-BattleFieldVN01-406  While the revolution was in its early phase,...  ; xxx 
English-BattleFieldVN01-407  ...the NLF meant to build up its organization as fast as it possibly could.  ; xxx 
English-BattleFieldVN01-408  Political agents founded dozens of  associations...  ; xxx 
English-BattleFieldVN01-409  ...to bring every kind of support into the movement.  ; xxx 
English-BattleFieldVN01-410  There were associations for women farmers, students and workers.  ; xxx 
English-BattleFieldVN01-411  In less than 2 years, the front claimed 300,000 members.  ; xxx 
English-BattleFieldVN01-412  At the same time as it built up grassroots support...  ; xxx 
English-BattleFieldVN01-413  ...the NLF meant to intensify its military operations.  ; xxx 
English-BattleFieldVN01-414  Bigger attacks on government forces would gain the movement prestige.  ; xxx 
English-BattleFieldVN01-415  Meanwhile intensive training and preparation by North Vietnamese officers...  ; xxx 
English-BattleFieldVN01-416  ...would forge the Vietcong into an efficient and formidable fighting machine.  ; xxx 
English-BattleFieldVN01-417  STRATEGY – South Vietnam / United States  ; xxx 
English-BattleFieldVN01-418  As the NLF tightened their grip on the countryside...  ; xxx 
English-BattleFieldVN01-419  ...the South Vietnamese army began to behave exactly as the guerrillas had expected them to.  ; xxx 
English-BattleFieldVN01-420  They grew increasingly defensive staying in fortified posts...  ; xxx 
English-BattleFieldVN01-421  ...and never venturing out after dark.  ; xxx 
English-BattleFieldVN01-422  Battles only happened when the guerrillas chose...  ; xxx 
English-BattleFieldVN01-423  ...and the army suffered a steady drain of casualties.  ; xxx 
English-BattleFieldVN01-424  By now there were 900 American military advisors in South Vietnam...  ; xxx 
English-BattleFieldVN01-425  ...charged with building up and training the South Vietnamese armed forces.  ; xxx 
English-BattleFieldVN01-426  They were appalled by the army's dismal performance against the guerrillas  ; xxx 
English-BattleFieldVN01-427  ...but saw no reason why the South Vietnamese shouldn't be able to cope.  ; xxx 
English-BattleFieldVN01-428  What they wanted was a much more aggressive approach.  ; xxx 
English-BattleFieldVN01-429  American advice was that the army should get out...  ; xxx 
English-BattleFieldVN01-430  ...on mobile operations and find the bigger enemy units.  ; xxx 
English-BattleFieldVN01-431  The Civil Guard and militia could look after local security.  ; xxx 
English-BattleFieldVN01-432  The Americans developed a counter insurgency plan...  ; xxx 
English-BattleFieldVN01-433  ...supposed to better coordinate the different forces...  ; xxx 
English-BattleFieldVN01-434  ...but progress on the ground was painfully slow.  ; xxx 
English-BattleFieldVN01-435  While the handful of American personnel struggled...  ; xxx 
English-BattleFieldVN01-436  ...to improve the situation inside South Vietnam, in Washington...  ; xxx 
English-BattleFieldVN01-437  ...military planners worried about the external threat.  ; xxx 
English-BattleFieldVN01-438  The fear was that North Vietnam or even China...  ; xxx 
English-BattleFieldVN01-439  ...might take advantage of the South's weakness.  ; xxx 
English-BattleFieldVN01-440  Already, with the approval of the White House a contingency plan had been drawn up...  ; xxx 
English-BattleFieldVN01-441  ...for putting in American combat troops if an invasion looked imminent.  ; xxx 
English-BattleFieldVN01-442  If North Vietnam or China looked likely to invade the South...  ; xxx 
English-BattleFieldVN01-443  ...the American contingency plan OPLAN32 called for rapid deployments.  ; xxx 
English-BattleFieldVN01-444  A Marine expeditionary force would be based at Da Nang,...  ; xxx 
English-BattleFieldVN01-445  ...an army division near Saigon  ; xxx 
English-BattleFieldVN01-446  ...and another near Pleiku.  ; xxx 
English-BattleFieldVN01-447  Another division might be sent to bolster Thailand.  ; xxx 
English-BattleFieldVN01-448  If the invasion actually happened, U.S. forces...  ; xxx 
English-BattleFieldVN01-449  ...would be increased by another 3 divisions.  ; xxx 
English-BattleFieldVN01-450  Aircraft carriers and land based bombers would be positioned...  ; xxx 
English-BattleFieldVN01-451  ...for massive attacks on North Vietnam  ; xxx 
English-BattleFieldVN01-452  while amphibious, airborne and ground forces...  ; xxx 
English-BattleFieldVN01-453  ...would mount a full scale invasion of northern territory.  ; xxx 
English-BattleFieldVN01-454  By now, the guerrilla war in South Vietnam looked so dangerous...  ; xxx 
English-BattleFieldVN01-455  ...that American military planners believed the country might collapse...  ; xxx 
English-BattleFieldVN01-456  ...even  without a northern invasion.  ; xxx 
English-BattleFieldVN01-457  The Joint Chiefs of Staff the President's military advisors,...  ; xxx 
English-BattleFieldVN01-458  ...argued that the best option was to implement OPLAN32 anyway...  ; xxx 
English-BattleFieldVN01-459  ...and put 3 divisions into South Vietnam.  ; xxx 
English-BattleFieldVN01-460  The first 20,000 men would show the United States was serious...  ; xxx 
English-BattleFieldVN01-461  ...they believed the rest, up to 70,000 troops would be enough...  ; xxx 
English-BattleFieldVN01-462  ...to clean up the guerrilla threat altogether.  ; xxx 
English-BattleFieldVN01-463  Although the secretary of defense Robert McNamara,...  ; xxx 
English-BattleFieldVN01-464  ...was in favor of sending in troops president Kennedy had no desire...  ; xxx 
English-BattleFieldVN01-465  ...to embroil American soldiers in an Asian guerrilla war.  ; xxx 
English-BattleFieldVN01-466  But neither could the president afford accusations...  ; xxx 
English-BattleFieldVN01-467  ...that he was soft on communism.  ; xxx 
English-BattleFieldVN01-468  In November 1961, Kennedy approved a compromise plan...  ; xxx 
English-BattleFieldVN01-469  ...drawn up between McNamara and the Secretary of State Dean Rusk.  ; xxx 
English-BattleFieldVN01-470  Phase I of the Vietnam plan would see a big increase...  ; xxx 
English-BattleFieldVN01-471  ...in financial support for the South Vietnamese army.  ; xxx 
English-BattleFieldVN01-472  The number of American military advisors in Vietnam would be raised to over 3,000.  ; xxx 
English-BattleFieldVN01-473  More American equipment would be sent, including helicopters  ; xxx 
English-BattleFieldVN01-474  ...300 pilots to fly them and maintenance personnel.  ; xxx 
English-BattleFieldVN01-475  For the time being, the president put off a decision on the second phase....  ; xxx 
English-BattleFieldVN01-476  ...the possible deployment of American combat troops.  ; xxx 
English-BattleFieldVN01-477  THE OPPOSING FORCES – South Vietnam  ; xxx 
English-BattleFieldVN01-478  By the end of 1961, the South Vietnamese army...  ; xxx 
English-BattleFieldVN01-479  ...was being expanded to 200,000 men.  ; xxx 
English-BattleFieldVN01-480  South Vietnam also had marine units, a small air force...  ; xxx 
English-BattleFieldVN01-481  ...flying American aircraft, and a navy for coastal patrol.  ; xxx 
English-BattleFieldVN01-482  As well as the regular armed forces,...  ; xxx 
English-BattleFieldVN01-483  ...there was the 68,000 men paramilitary Civil Guard, and various local militia.  ; xxx 
English-BattleFieldVN01-484  Since the United States had started rebuilding the south Vietnamese army...  ; xxx 
English-BattleFieldVN01-485  ...back in 1955, the force had been organized armed and trained...  ; xxx 
English-BattleFieldVN01-486  ...to fight large scale battles.  ; xxx 
English-BattleFieldVN01-487  The danger had been expected to come from the North Vietnamese or Chinese armies,...  ; xxx 
English-BattleFieldVN01-488  ... not from guerrilla bands.  ; xxx 
English-BattleFieldVN01-489  Commanders had been taught to mount big operations...  ; xxx 
