Tiếng Anh Lớp 3(Tập 2) :: Welcome to Toomva.com::Chào _ ừng đến _ ới Toomva.com ; Chào mừng đến với Toomva.com
Tiếng Anh Lớp 3(Tập 2) :: B. At the blue table, they are making paper boat::B. _  _ àn m_ u xanh, họ đa_ g gấp thuyền giấy ; B. Ở bàn màu xanh, họ đang gấp thuyền giấy
Tiếng Anh Lớp 3(Tập 2) :: C. And at the Yellow table, they're making a kite::C. Ở _ àn m_ u vàng, họ đang l_ m diề_  ; C. Ở bàn màu vàng, họ đang làm diều
Tiếng Anh Lớp 3(Tập 2) :: Are they having an Art lesson? - Yes they are::Họ đan_  họ_  _ _  thuật à? – Đún_  vậy ; Họ đang học Mỹ thuật à? – Đúng vậy
Tiếng Anh Lớp 3(Tập 2) :: Page 60: Activity 2: Point and say::Trang 60: Ho_ t đ_ n_  2: Chỉ và nói ; Trang 60: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: What are they doing? - they're painting masks::_ ọ đa_ g _ _ m gì vậy? – _ ọ đang v_  mặt n_  ; Họ đang làm gì vậy? – Họ đang vẽ mặt nạ
Tiếng Anh Lớp 3(Tập 2) :: Page 61: Activity 4: Listen and number: It's breaktime now::T_ ang 61: H_ ạt động 4: Nghe và đánh số: Đế_  _ i_  g_ ải l_ o ; Trang 61: Hoạt động 4: Nghe và đánh số: Đến giờ giải lao
Tiếng Anh Lớp 3(Tập 2) :: 1. The boys are playing football::1. _ ác bạn _ am đan_  _ _ ơi _ óng _ á ; 1. Các bạn nam đang chơi bóng đá
Tiếng Anh Lớp 3(Tập 2) :: 2. The girls are playing badminton in the play ground::2. Cá_  _ ạn nữ đan_  c_ ơi cầu lông ở sân _ h_ i ; 2. Các bạn nữ đang chơi cầu lông ở sân chơi
Tiếng Anh Lớp 3(Tập 2) :: 3. The girls are making a kite::3. Các _ ạn n_  đa_ g l_ m diề_  ; 3. Các bạn nữ đang làm diều
Tiếng Anh Lớp 3(Tập 2) :: 4. the boys are making paper planes::4. C_ c _ ạn nam _ ang _ _ p máy ba_  giấ_  ; 4. Các bạn nam đang gấp máy bay giấy
Tiếng Anh Lớp 3(Tập 2) :: Page 61: Activity 6: Let's sing: what are they doing?::_ ra_ g 61: Hoạt độ_ g 6:_ ùng hát, họ đan_  làm gì? ; Trang 61: Hoạt động 6:Cùng hát, họ đang làm gì?
Tiếng Anh Lớp 3(Tập 2) :: what are they doing? what are they doing?::_ ọ đang làm _ ì? _ ọ đa_ g làm gì v_ _ ? ; Họ đang làm gì? Họ đang làm gì vậy?
Tiếng Anh Lớp 3(Tập 2) :: They are painting a picture. That's what they're doing::Họ đa_ g vẽ một _ ứ_  _ r_ n_ . _ ó là vi_ c họ đang l_ m ; Họ đang vẽ một bức tranh. Đó là việc họ đang làm
Tiếng Anh Lớp 3(Tập 2) :: what are they doing? what are they doing?::Họ đang _ _ m gì? Họ _ ang _ _ m gì vậy? ; Họ đang làm gì? Họ đang làm gì vậy?
Tiếng Anh Lớp 3(Tập 2) :: They are making a puppet, that's what they are doing::Họ đa_ g l_ m _ on _ ố_ . Đ_  là việc họ _ ang làm ; Họ đang làm con rối. Đó là việc họ đang làm
Tiếng Anh Lớp 3(Tập 2) :: Page 62: Lesson 3: Activity 1: Listen and repeat::Trang 62: Bài 3: Hoạt động 1: N_ _ _  và nhắ_  lại ; Trang 62: Bài 3: Hoạt động 1: Nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: sk- mask He's making a mask::Sk – m_ sk C_ u ấy đa_ g là_  m_ t nạ ; Sk – mask Cậu ấy đang làm mặt nạ
Tiếng Anh Lớp 3(Tập 2) :: xt- text She's reading a text::Xt – t_ _ t C_ u ấy đang đọc _ in nhắn ; Xt – text Cậu ấy đang đọc tin nhắn
Tiếng Anh Lớp 3(Tập 2) :: Page 62: Activity 2: Listen and tick then write and say aloud::_ _ ang 62: _ oạt động 2: Nghe _ à thích rồi viết v_  đ_ _ to ; Trang 62: Hoạt động 2: Nghe và thích rồi viết và đọcto
Tiếng Anh Lớp 3(Tập 2) :: 1. She's looking at the mask::1. Cậ_  ấy _ _ ng nhì_  _ _ iếc mặ_  nạ ; 1. Cậu ấy đang nhìn chiếc mặt nạ
Tiếng Anh Lớp 3(Tập 2) :: 2. The desk is long::2. _ hi_ c bàn rất dài ; 2. Chiếc bàn rất dài
Tiếng Anh Lớp 3(Tập 2) :: 3. She's drawing a desk::3. Cậu ấ_  đang vẽ chiếc _ àn ; 3. Cậu ấy đang vẽ chiếc bàn
Tiếng Anh Lớp 3(Tập 2) :: 4. They're painting a mask::4. Họ đa_ g v_  mặ_  _ ạ ; 4. Họ đang vẽ mặt nạ
Tiếng Anh Lớp 3(Tập 2) :: Page 62: Activity 3: LEt's chant : What's he doing?::Trang 62: H_ _ t động 3: Cùng đọc to: cậ_  ấy đang làn gì? ; Trang 62: Hoạt động 3: Cùng đọc to: cậu ấy đang làn gì?
Tiếng Anh Lớp 3(Tập 2) :: 1,2,3,4,What's he doing? He's reading a text::1,2,3,4, c_ u ấy _ _ _ g l_ m gì, cậu _ y đa_ g đọc tin _ hắn ; 1,2,3,4, cậu ấy đang làm gì, cậu ấy đang đọc tin nhắn
Tiếng Anh Lớp 3(Tập 2) :: What's she doing? She's painting a mask::_ ậu ấy _ ang l_ m gì, cậ_  ấy đang vẽ mặt nạ ; Cậu ấy đang làm gì, cậu ấy đang vẽ mặt nạ
Tiếng Anh Lớp 3(Tập 2) :: What are they doing? they're drawing a desk::Họ đang _ àm gì? Họ _ ang vẽ một chiếc b_ n ; Họ đang làm gì? Họ đang vẽ một chiếc bàn
Tiếng Anh Lớp 3(Tập 2) :: Page 64: Unit 10: Where were you yesterday?::Trang 64: Bài 10: H_ m _ ua bạn ở đ_ u? ; Trang 64: Bài 10: Hôm qua bạn ở đâu?
Tiếng Anh Lớp 3(Tập 2) :: Lesson 1: Activity 1: Look, listen and repeat::B_ i 1: Hoạt động 1: Nhìn, ng_ e và nhắ_  _ _ i ; Bài 1: Hoạt động 1: Nhìn, nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A. Where were you yesterday Linda? - I was at home::A. _ ô_  qua b_ _  _  đâu, Linda? – tôi ở nhà ; A. Hôm qua bạn ở đâu, Linda? – tôi ở nhà
Tiếng Anh Lớp 3(Tập 2) :: B. What about you, Nam? - I was at the zoo::B. _ òn bạ_  thì sao, Nam? – Tôi _  sở t_ ú ; B. Còn bạn thì sao, Nam? – Tôi ở sở thú
Tiếng Anh Lớp 3(Tập 2) :: C. Where were you yesterday, Phong? - I was on the beach::C. H_ m qua bạn ở đâu, Phon_ ? – Tô_  _  _ ãi biể_  ; C. Hôm qua bạn ở đâu, Phong? – Tôi ở bãi biển
Tiếng Anh Lớp 3(Tập 2) :: D. What about you, Tom and Tony? - We were in the school's library::D. Còn bạn thì sao, T_ m và To_ y? – C_ úng tô_  _  t_ ên thư viện trường ; D. Còn bạn thì sao, Tom và Tony? – Chúng tôi ở trên thư viện trường
Tiếng Anh Lớp 3(Tập 2) :: Page 64: Activity 2: Point and say::_ _ a_ g 64: H_ _ t độ_ _  2: _ hỉ _ à nói ; Trang 64: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: Where were you yesterday? - I was at home::_ ôm qua bạn _  đâu? – T_ i ở nhà ; Hôm qua bạn ở đâu? – Tôi ở nhà
Tiếng Anh Lớp 3(Tập 2) :: A. At home B. At the zoo C. On the beach D. In the school library::A. Ở nhà _ . Ở sở thú C. _  b_ i _ iển D. ở thư v_ ện _ _ ường ; A. Ở nhà B. Ở sở thú C. ở bãi biển D. ở thư viện trường
Tiếng Anh Lớp 3(Tập 2) :: Page 65: Activity 3: Listen and tick::Trang 65: _ oạt độn_  3: N_ he và tích ; Trang 65: Hoạt động 3: Nghe và tích
Tiếng Anh Lớp 3(Tập 2) :: 1. Where were you yesterday morning Nam? - I was at school::1. Sáng hôm qua N_ m ở đâ_ ? – _ ôi ở trư_ ng ; 1. Sáng hôm qua Nam ở đâu? – Tôi ở trường
Tiếng Anh Lớp 3(Tập 2) :: What about you, Tom? - I was at school, too::Còn To_  thì sao? – Tôi cũn_  ở _ r_ _ ng ; Còn Tom thì sao? – Tôi cũng ở trường
Tiếng Anh Lớp 3(Tập 2) :: 2. Where were you yesterday morning Linda? - I was in the school library::2. Sáng _ ôm qu_  bạn ở đâu, Linda? – _ ôi ở _ hư viện trường ; 2. Sáng hôm qua bạn ở đâu, Linda? – Tôi ở thư viện trường
Tiếng Anh Lớp 3(Tập 2) :: were you there with Akiko? - No, Akiko was in her classroom::_ ạn ở đó _ ới _ kiko à? – k_ ôn_ , A_ i_ _  ở t_ o_ g l_ p ; Bạn ở đó với Akiko à? – không, Akiko ở trong lớp
Tiếng Anh Lớp 3(Tập 2) :: 3. Where were you last weekend? - I was on the beach - Wow that's wonderful::3. Cu_ _  _ _ ần trư_ _  bạn ở đâu? – T_ i _  bãi biển – _ hà, _ uy_ t quá ; 3. Cuối tuần trước bạn ở đâu? – Tôi ở bãi biển – Chà, tuyệt quá
Tiếng Anh Lớp 3(Tập 2) :: Page 65: Activity 5: Let's sing: Where were you yesterday?::Trang 65: Hoạ_  động 5: C_ ng _ át: Hôm q_ a b_ n ở _ â_ ? ; Trang 65: Hoạt động 5: Cùng hát: Hôm qua bạn ở đâu?
Tiếng Anh Lớp 3(Tập 2) :: Where were you yesterday, yesterday, yesterday? - I was at home::Hôm qu_  bạ_  ở đ_ u? – _ _ i ở n_ à ; Hôm qua bạn ở đâu? – tôi ở nhà
Tiếng Anh Lớp 3(Tập 2) :: What do you do yesterday, yesterday, yesterday? - we watch tv::Hôm qua bạn làm g_ ? –C_ úng t_ i _ em Tv ; Hôm qua bạn làm gì? –Chúng tôi xem Tv
Tiếng Anh Lớp 3(Tập 2) :: Page 66: Lesson 2: Activity 1: look, listen and repeat::Trang 66: Bà_  2: Hoạ_  động 1: Nhìn, nghe và n_ ắc _ ại ; Trang 66: Bài 2: Hoạt động 1: Nhìn, nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A. Where were you yesterday, Mai? - I was at home::A. _ ôm qua bạn ở đâu, M_ i? – tôi ở nhà ; A. Hôm qua bạn ở đâu, Mai? – tôi ở nhà
Tiếng Anh Lớp 3(Tập 2) :: B. what did you do in the morning? - I watered the flower::_ . Bạn làm gì vào buổi sán_ ? – Tôi tưới _ oa ; B. Bạn làm gì vào buổi sáng? – Tôi tưới hoa
Tiếng Anh Lớp 3(Tập 2) :: C. What did you do in the afternoon? - I play chess with my father::C. B_ n làm gì và_  chiều _ ua? – Tôi _ hơi _ ờ với bố tôi ; C. Bạn làm gì vào chiều qua? – Tôi chơi cờ với bố tôi
Tiếng Anh Lớp 3(Tập 2) :: D. what about yesterday everning? - I watch TV::D. Bạ_  l_ m _ ì v_ o _ _ i qua? – T_ i xem _ v ; D. Bạn làm gì vào tối qua? – Tôi xem Tv
Tiếng Anh Lớp 3(Tập 2) :: Page 66: Activity 2: Point and say::Tran_  66: Ho_ t động 2: _ _ ỉ và nó_  ; Trang 66: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: What did you do yesterday? - I played badminton::Hôm qua bạn _ àm gì? – Tôi chơ_  c_ u lông ; Hôm qua bạn làm gì? – Tôi chơi cầu lông
Tiếng Anh Lớp 3(Tập 2) :: Page 67: Activity 4: Listen and number::Trang 67: _ oạt đ_ ng 4: Nghe _ à đá_ h _ _  ; Trang 67: Hoạt động 4: Nghe và đánh số
Tiếng Anh Lớp 3(Tập 2) :: 1. Where were you yesterday morning? - I was at home? -::1. _ án_  hôm qu_  bạn ở đâ_ ? – _ ôi ở nhà ; 1. Sáng hôm qua bạn ở đâu? – tôi ở nhà
Tiếng Anh Lớp 3(Tập 2) :: What did you do? - I watered the flowers::Bạn đã là_  gì? – _ ôi tưới h_ a ; Bạn đã làm gì? – Tôi tưới hoa
Tiếng Anh Lớp 3(Tập 2) :: 2. Where were you yesterday afternoon? - I was at school::2. _ hi_ u _ ô_  qua bạn ở đâu? – Tôi _  trường ; 2. Chiều hôm qua bạn ở đâu? – Tôi ở trường
Tiếng Anh Lớp 3(Tập 2) :: What did you do? - I painted a picture::B_ n đã làm g_ ? – _ ôi đã v_  mộ_  bức tran_  ; Bạn đã làm gì? – Tôi đã vẽ một bức tranh
Tiếng Anh Lớp 3(Tập 2) :: 3. Where were you last weekend? - I was at a beach of Ha Long Bay::3. Cuố_  t_ ầ_  trước bạn ở đâu? – Tôi ở một bãi biể_  ở Vịnh H_  Long ; 3. Cuối tuần trước bạn ở đâu? – Tôi ở một bãi biển ở Vịnh Hạ Long
Tiếng Anh Lớp 3(Tập 2) :: What did you do there? - I play volleyball::Bạn l_ m _ ì ở _ _ ?- _ ôi chơi _ _ n_  _ huyền ; Bạn làm gì ở đó?- Tôi chơi bóng chuyền
Tiếng Anh Lớp 3(Tập 2) :: Page 68: Lesson 3: Activity 1: Listen and repeat::_ _ ang 68: Bài 3: Hoạ_  _ _ n_  1: Nghe và nh_ c l_ i ; Trang 68: Bài 3: Hoạt động 1: Nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: D - Played I played badminton yesterday morning::D- playe_  Tôi c_ ơi cầu lôn_  sá_ g _ ôm qua ; D- played Tôi chơi cầu lông sáng hôm qua
Tiếng Anh Lớp 3(Tập 2) :: T - Watched I watch TV yesterday everning::T- _ atched T_ i _ em TV _ _ i hôm qu_  ; T- Watched Tôi xem TV tối hôm qua
Tiếng Anh Lớp 3(Tập 2) :: ed - Painted Mai painted a big picture last weekend::ED- _ aint_ _  M_ i _ ẽ một _ ức tr_ n_  l_ n c_ ối tuần trước ; ED- Painted Mai vẽ một bức tranh lớn cuối tuần trước
Tiếng Anh Lớp 3(Tập 2) :: Page 68: aCtivity 2: Listen and tick then say aloud::Trang 68: Hoạ_  độ_ g 2: Ng_ e và tích rồi đọ_  to ; Trang 68: Hoạt động 2: Nghe và tích rồi đọc to
Tiếng Anh Lớp 3(Tập 2) :: 1. I played badminton yesterday afternoon::1. T_ i chơi cầu lôn_  chiều h_ m qu_  ; 1. Tôi chơi cầu lông chiều hôm qua
Tiếng Anh Lớp 3(Tập 2) :: 2. We watched Tv in the evening::2. Ch_ n_  t_ i xem TV v_ o buổ_  tố_  ; 2. Chúng tôi xem TV vào buổi tối
Tiếng Anh Lớp 3(Tập 2) :: 3. They painted many beautiful pictures::3. Họ _ ẽ thật nhi_ _  bứ_  tran_  ; 3. Họ vẽ thật nhiều bức tranh
Tiếng Anh Lớp 3(Tập 2) :: Page 68: Activity 3: Let's chant: What did he do yesterday?::T_ ang 68: Ho_ _  đ_ ng 3: _ _ ng đọc van_ : H_ _  qua cậu ấy làm gì? ; TRang 68: Hoạt động 3: Cùng đọc vang: Hôm qua cậu ấy làm gì?
Tiếng Anh Lớp 3(Tập 2) :: 1, 2,3,4,What did he do yesterday? - He played badminton::1,2,3,4, H_ _  qua _ ậu ấy làm gì? – cậu ấy _ _ ơi cầu lông ; 1,2,3,4, Hôm qua cậu ấy làm gì? – cậu ấy chơi cầu lông
Tiếng Anh Lớp 3(Tập 2) :: What did she do yesterday? - She watched TV::Hô_  qua c_ u ấy là_  gì? – _ ậ_  _ y xem TV ; Hôm qua cậu ấy làm gì? – Cậu ấy xem TV
Tiếng Anh Lớp 3(Tập 2) :: What did you do yesterday? - I painted pictures::Hôm qua bạn làm g_ ? – Tôi _ ẽ tranh ; Hôm qua bạn làm gì? – Tôi vẽ tranh
Tiếng Anh Lớp 3(Tập 2) :: Page 70: review 2: Activity 1: Listen and tick::_ Ran_  70: Ôn t_ p 2: H_ ạt đ_ ng 1: N_ he _ _  tích ; TRang 70: Ôn tập 2: Hoạt động 1: Nghe và tích
Tiếng Anh Lớp 3(Tập 2) :: 1. What's the name of your school, Daisy? - Nguyen Trai primary school::1. Tên _ r_ ờ_ g _ _ n là gì, Dai_ y? – Trường tiể_  học Nguyễn T_ _ i ; 1. Tên trường bạn là gì, Daisy? – Trường tiểu học Nguyễn TRãi
Tiếng Anh Lớp 3(Tập 2) :: Where is it? - It's in Nguyen Trai street::Nó _  đâu? – Nó ở p_ ố nguyễn Trãi ; Nó ở đâu? – Nó ở phố nguyễn Trãi
Tiếng Anh Lớp 3(Tập 2) :: 2. Hello class - Hello miss hien::2. _ hào cả _ ớp – _ hào cô hiền ; 2. Chào cả lớp – Chào cô hiền
Tiếng Anh Lớp 3(Tập 2) :: What day is it today? - It's thursday::_ ôm _ a_  _ _  ng_ y gì?- Là thứ 5 ; Hôm nay là ngày gì?- Là thứ 5
Tiếng Anh Lớp 3(Tập 2) :: That's right, let's start our lesson::Được rồi, bắt _ ầu _ à_  _ ọc _ hôi nà_  ; Được rồi, bắt đầu bài học thôi nào
Tiếng Anh Lớp 3(Tập 2) :: 3. What day is it today, Nam? - It's Tuesday::3. Hô_  _ ay _ à thứ mấy, _ a_ ? – Là th_  3 ; 3. Hôm nay là thứ mấy, Nam? – Là thứ 3
Tiếng Anh Lớp 3(Tập 2) :: What subject do you have today? - I have Math, Music and English::Hôm _ _ _  c_  _ ô_  gì? – Có môn Toán, _ m nhạc và T_ _ ng anh ; Hôm nay có môn gì? – Có môn Toán, Âm nhạc và Tiếng anh
Tiếng Anh Lớp 3(Tập 2) :: 4. Where's Nam? - He's in the classroom::4. Nam _ âu rồi? – C_ u ấy ở t_ on_  lớp ; 4. Nam đâu rồi? – Cậu ấy ở trong lớp
Tiếng Anh Lớp 3(Tập 2) :: What's he doing? - I think he's reading a book::Cậu ấy _ _ _ g _ àm gì? – _ ôi ngh_  _ ậ_  ấy đang _ ọc sách ; Cậu ấy đang làm gì? – Tôi nghĩ cậu ấy đang đọc sách
Tiếng Anh Lớp 3(Tập 2) :: Page 72: Short story : Cat and mouse Part 2::_ ran_  72: Câu chuyện ngắ_ : _ èo _ à chuột p_ ần 2 ; Trang 72: Câu chuyện ngắn: Mèo và chuột phần 2
Tiếng Anh Lớp 3(Tập 2) :: Activity 1: Read and listen to the story::Ho_ t _ _ ng 1: Đ_ c và ngh_  câ_  _ huyện ; Hoạt động 1: Đọc và nghe câu chuyện
Tiếng Anh Lớp 3(Tập 2) :: What day is it today? - It's Monday::_ _ m _ ay l_  _ g_ y gì? – _ _  th_  2 ; Hôm nay là ngày gì? – Là thứ 2
Tiếng Anh Lớp 3(Tập 2) :: And what's the date? - It's the 5th of October::Và n_ ày b_ o nhiêu? – N_ ày 5 tháng 10 ; Và ngày bao nhiêu? – Ngày 5 tháng 10
Tiếng Anh Lớp 3(Tập 2) :: Oh, it's Morris's birthday today - Is he having a party?::Ồ, l_  si_ h nhật _ ủa M_ r_ is – Cậu ấy có t_  c_ ức tiệc không? ; Ồ, là sinh nhật của Morris – Cậu ấy có tổ chức tiệc không?
Tiếng Anh Lớp 3(Tập 2) :: Yes he is Happy birthday Morris! - Thank you::Có chứ Chúc _ ừng sin_  nhật M_ _ ris! – C_ _  ơ_  cá_  cậu ; Có chứ Chúc mừng sinh nhật Morris! – Cảm ơn các cậu
Tiếng Anh Lớp 3(Tập 2) :: Morris, this is my cousin Marrie, she's come from America and she can play the guitar::Mor_ is, đây là _ m _ ọ tôi, Marr_ _ , _ m _ y đến _ _  mỹ v_  biết chơ_  gu_ tar ; Morris, đây là em họ tôi, Marrie, em ấy đến từ mỹ và biết chơi guitar
Tiếng Anh Lớp 3(Tập 2) :: Nice to meet you Marrie, come in.::_ ấ_  _ ui được gặ_  bạn, _ a_ _ e, m_ i vào ; Rất vui được gặp bạn, Marie, mời vào
Tiếng Anh Lớp 3(Tập 2) :: What are they doing? - They are playing game::Họ _ _ n_  làm gì vậy? – Họ _ a_ _  c_ _ i trò chơi ; Họ đang làm gì vậy? – Họ đang chơi trò chơi
Tiếng Anh Lớp 3(Tập 2) :: What game is this? - blind man's buff::_ rò gì đây? – T_ ò bịt _ ắt trốn tìm ; Trò gì đây? – Trò bịt mắt trốn tìm
Tiếng Anh Lớp 3(Tập 2) :: Hello, everyone - Here's Morris's cake, happy birthday Morris::Xin chào _ ọi n_ ười – Đ_ y là _ _ nh _ inh _ hậ_  của M_ rris, C_ úc mừng _ i_ h nhật Morr_ s ; Xin chào mọi người – Đây là bánh sinh nhật của Morris, Chúc mừng sinh nhật Morris
Tiếng Anh Lớp 3(Tập 2) :: Page 73: Activity 2: Complete the conversation::TRa_ g 73: Hoạ_  _ ộng 2: Hoà_  _ hành đoạ_  hội t_ oại ; TRang 73: Hoạt động 2: Hoàn thành đoạn hội thoại
Tiếng Anh Lớp 3(Tập 2) :: What day is it today? - It's Monday::Hôm nay _ à ng_ y gì? – Là th_  2 ; Hôm nay là ngày gì? – Là thứ 2
Tiếng Anh Lớp 3(Tập 2) :: And what's the date? - It's the 5th of October::Và ngày bao _ hiêu? – Ngà_  5 t_ án_  10 ; Và ngày bao nhiêu? – Ngày 5 tháng 10
Tiếng Anh Lớp 3(Tập 2) :: Oh, it's Morris's birthday today - Is he having a party?::Ồ, l_  _ i_ h nhật c_ a M_ rris – _ ậu _ y c_  t_  _ _ ức ti_ c không? ; Ồ, là sinh nhật của Morris – Cậu ấy có tổ chức tiệc không?
Tiếng Anh Lớp 3(Tập 2) :: Yes he is::Có _ hứ ; Có chứ
Tiếng Anh Lớp 3(Tập 2) :: End of CD1::H_ _  Đĩa 1 ; Hết Đĩa 1
Tiếng Anh Lớp 3(Tập 2) :: Toomva.com see you next time::Toomva. Com h_ n g_ p lạ_  bạn ; Toomva. Com hẹn gặp lại bạn
